Sigla_Distribuidora,Estado,Grupo_Distribuidora,Grupo_Empresarial,Resumo temas,VlrPenalidade,NumAutoInfracao,Flag_Distribuidora,VlrMercado,DscTipoPenalidade,AnoLavratura,VlrMultaAposJuizo
,,,Não mapeado,Ocorrências/Perturbações,1099424.84,0003/2022-SFE,Não Distribuidora,, Advertência / Multa,2022,0.0
Amazonas Energia,AM,Ambar Energia,Ambar Energia,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",0.0,0003/2022-SFF,Distribuidora,1054068, Advertência,2022,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,5074.41,0003/2022-SFG,Não Distribuidora,, Multa,2022,0.0
Energisa MT,MT,Energisa,Energisa,Acesso ao Sistema de Distribuição,20849790.23,0003/2023-AGER/ MT-SFT,Distribuidora,1713620, Multa,2023,20691335.94
Nova Palma,RS,Nova Palma,Nova Palma,Acesso ao Sistema de Distribuição,356763.27,0003/2023-AGERGS-SFE,Distribuidora,17291, Multa,2023,336376.8
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,99592.99,0003/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,99592.99
,,,Não mapeado,Operação e Manutenção,4013029.09,0003/2023-SFE,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",34865.13,0003/2023-SFF,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,137573.92,0003/2023-SFG,Não Distribuidora,, Multa,2023,137573.92
RGE,RS,CPFL,CPFL,Comercial,28970144.06,0003/2024-AGERGS-SFT,Distribuidora,3179975, Multa,2024,9694569.01
Enel CE,CE,Enel,Enel,Comercial,10289219.38,0003/2024-ARCE-SFT,Distribuidora,4032024, Multa,2024,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,38467.01,0003/2024-ARPB-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.02 - Procedimento Desempenho UTE Tipo I e II A,4998088.41,0003/2024-ARPE-SFT,Não Distribuidora,, Multa,2024,4998088.41
Equatorial AL,AL,Equatorial,Equatorial,Técnica,0.0,0003/2024-ARSAL-SFT,Distribuidora,1415379, Advertência,2024,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",25082.12,0003/2024-SFF,Não Distribuidora,, Multa,2024,0.0
Light,RJ,Light,Light,Técnica,28394282.27,0003/2024-SFT,Distribuidora,3981775, Multa,2024,28394282.27
Light,RJ,Light,Light,Técnica,28394282.27,0003/2024-SFT,Distribuidora,3981775, Multa,2024,28394282.27
CEEE Equatorial,RS,Equatorial,Equatorial,Técnica,0.0,0003/2025-AGERGS-SFT,Distribuidora,1992072, Multa,2025,0.0
Enel SP,SP,Enel,Enel,Comercial,83799066.4,0003/2025-ARSESP-SFT,Distribuidora,8751700, Advertência / Multa,2025,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",29601.63,0003/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,286662.86,0003/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,389070.41,0003/2026-SFT,Não Distribuidora,, Multa,2026,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,25377.04,0004/2019-AGER/ MT-SFG,Não Distribuidora,, Multa,2019,0.0
Equatorial GO,GO,Equatorial,Equatorial,Comercial,62115208.17,0004/2019-AGR-SFE,Distribuidora,3508696, Advertência / Multa,2019,0.0
,,,Não mapeado,Qualidade,46190.88,0004/2019-ARSESP-SFE,Não Distribuidora,, Multa,2019,0.0
EDP ES,ES,EDP,EDP,Qualidade,60363.15,0004/2019-SFE,Distribuidora,1797066, Multa,2019,60363.15
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,559014.36,0004/2019-SFG,Não Distribuidora,, Multa,2019,559014.36
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,3465.63,0004/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Operação e Manutenção,290384.76,0004/2020-SFE,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0004/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,18450.12,0004/2020-SFG,Não Distribuidora,, Multa,2020,18450.12
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,0.0,0004/2021-AGERGS-SFG,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,0.0,0004/2021-ARCE-SFG,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,44115.33,0004/2021-ARPE-SFG,Não Distribuidora,, Multa,2021,44115.33
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,0.0,0004/2021-ARSEP-SFG,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,Operação e Manutenção,3582516.12,0004/2021-SFE,Não Distribuidora,, Multa,2021,3582516.12
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0004/2021-SFF,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,1415357.55,0004/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,128987.43,0004/2022-ARCE-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0004/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,0.0,0004/2022-ARSESP-SFG,Não Distribuidora,, Advertência,2022,0.0
,,,Não mapeado,Ocorrências/Perturbações,3172824.83,0004/2022-SFE,Não Distribuidora,, Multa,2022,0.0
Roraima Energia,RR,Energisa,Energisa,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",0.0,0004/2022-SFF,Distribuidora,218043, Advertência,2022,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,267281.96,0004/2022-SFG,Não Distribuidora,, Multa,2022,0.0
RGE,RS,CPFL,CPFL,Comercial,30384654.41,0004/2023-AGERGS-SFT,Distribuidora,3179975, Multa,2023,18245841.77
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,9959.3,0004/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,9959.3
Neoenergia Pernambuco,PE,NeoEnergia,NeoEnergia,Comercial,19800539.08,0004/2023-SFE,Distribuidora,4171038, Multa,2023,19785130.1
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",384190.72,0004/2023-SFF,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.02.14 - Procedimento Desempenho UTE Tipo III,4759174.79,0004/2023-SFG,Não Distribuidora,, Multa,2023,0.0
CEEE Equatorial,RS,Equatorial,Equatorial,Qualidade,30042612.83,0004/2024-AGERGS-SFT,Distribuidora,1992072, Multa,2024,28826487.86
Enel CE,CE,Enel,Enel,Comercial,19394619.74,0004/2024-ARCE-SFT,Distribuidora,4032024, Multa,2024,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,38467.01,0004/2024-ARPB-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",25082.12,0004/2024-SFF,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,1.02.10 - Procedimento Sistemas Isolados,5250121.18,0004/2024-SFT,Não Distribuidora,, Multa,2024,0.0
CPFL Paulista,SP,CPFL,CPFL,Comercial,12081607.05,0004/2025-ARSESP-SFT,Distribuidora,5093267, Multa,2025,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",30612.86,0004/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,286662.86,0004/2025-SFT,Não Distribuidora,, Multa,2025,0.0
Enel RJ,RJ,Enel,Enel,Comercial,0.0,0004/2026-SFT,Distribuidora,2770873, Advertência,2026,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,8885.52,0005/2019-AGER/ MT-SFG,Não Distribuidora,, Multa,2019,0.0
,,,Não mapeado,Qualidade,15115.56,0005/2019-ARSESP-SFE,Não Distribuidora,, Multa,2019,0.0
Neoenergia Cosern,RN,NeoEnergia,NeoEnergia,Comercial,196490.02,0005/2019-SFE,Distribuidora,1658141, Multa,2019,158541.31
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,66081.05,0005/2019-SFG,Não Distribuidora,, Multa,2019,66081.05
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,36532.81,0005/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,0.0
Energisa Minas Rio,MG,Energisa,Energisa,Comercial,427531.72,0005/2020-SFE,Distribuidora,616936, Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0005/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,173840.16,0005/2020-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,33208.49,0005/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,26043.2,0005/2021-ARCE-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47266.43,0005/2021-ARPE-SFG,Não Distribuidora,, Multa,2021,47266.43
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,49033.2,0005/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,Ocorrências/Perturbações,1640373.0,0005/2021-SFE,Não Distribuidora,, Multa,2021,1640373.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0005/2021-SFF,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,1415258.01,0005/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0005/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,0.0,0005/2022-ARSESP-SFG,Não Distribuidora,, Advertência,2022,0.0
,,,Não mapeado,Operação e Manutenção,371735.47,0005/2022-SFE,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,Operação e Manutenção,371735.47,0005/2022-SFE,Não Distribuidora,, Multa,2022,0.0
Roraima Energia,RR,Energisa,Energisa,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",52900.99,0005/2022-SFF,Distribuidora,218043, Multa,2022,0.0
,,,Não mapeado,1.02.02 - Procedimento Desempenho UTE Tipo I e II A,698527.93,0005/2022-SFG,Não Distribuidora,, Multa,2022,0.0
CEEE Equatorial,RS,Equatorial,Equatorial,Comercial,0.0,0005/2023-AGERGS-SFT,Distribuidora,1992072, Advertência,2023,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,99592.99,0005/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,99592.99
,,,Não mapeado,Empreendimentos de Transmissão,1043714.25,0005/2023-SFE,Não Distribuidora,, Multa,2023,1043714.25
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",37103.97,0005/2023-SFF,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,122416.66,0005/2023-SFG,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,38467.01,0005/2024-ARPB-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",25082.12,0005/2024-SFF,Não Distribuidora,, Multa,2024,0.0
Roraima Energia,RR,Energisa,Energisa,1.02.10 - Procedimento Sistemas Isolados,3969146.19,0005/2024-SFT,Distribuidora,218043, Multa,2024,0.0
CPFL Piratininga,SP,CPFL,CPFL,Comercial,5030692.47,0005/2025-ARSESP-SFT,Distribuidora,1897145, Multa,2025,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",321949.54,0005/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,437217.9,0005/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Ocorrências/Perturbações,3937490.69,0005/2026-SFT,Não Distribuidora,, Multa,2026,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,78827.25,0006/2019-AGER/ MT-SFG,Não Distribuidora,, Multa,2019,0.0
Enel SP,SP,Enel,Enel,Verificação de Cumprimento de Determinação,2913563.76,0006/2019-ARSESP-SFE,Distribuidora,8751700, Multa,2019,0.0
,,,Não mapeado,Operação e Manutenção,3822350.25,0006/2019-SFE,Não Distribuidora,, Multa,2019,3822350.25
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,14972.03,0006/2019-SFG,Não Distribuidora,, Multa,2019,14972.03
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,91600.72,0006/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,0.0
Equatorial PA,PA,Equatorial,Equatorial,Comercial,14772776.31,0006/2020-SFE,Distribuidora,3266493, Advertência / Multa,2020,14533251.61
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0006/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,83901.1,0006/2020-SFG,Não Distribuidora,, Multa,2020,83901.1
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,39886.57,0006/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,126179.98,0006/2021-ARCE-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,47581.54,0006/2021-ARPE-SFG,Não Distribuidora,, Multa,2021,47581.54
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,51296.9,0006/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,Ocorrências/Perturbações,5743367.27,0006/2021-SFE,Não Distribuidora,, Multa,2021,5743367.27
Cerej,SC,Cerej,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0006/2021-SFF,Distribuidora,16795, Advertência,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,1415556.63,0006/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0006/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.14 - Procedimento Desempenho UTE Tipo III,86777.37,0006/2022-ARSESP-SFG,Não Distribuidora,, Multa,2022,86777.37
,,,Não mapeado,Operação e Manutenção,26536669.96,0006/2022-SFE,Não Distribuidora,, Multa,2022,26536669.96
,,,Não mapeado,Operação e Manutenção,26536669.96,0006/2022-SFE,Não Distribuidora,, Multa,2022,26536669.96
Forcel,PR,Força e Luz Coronel Vivida,Força e Luz Coronel Vivida,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",53208.37,0006/2022-SFF,Distribuidora,8972, Multa,2022,0.0
Chesp,GO,Chesp,Não mapeado,1.02.15 - Demais Obrigações Normativas,26953.33,0006/2022-SFG,Não Distribuidora,, Multa,2022,0.0
CEEE Equatorial,RS,Equatorial,Equatorial,Técnica,24302621.24,0006/2023-AGERGS-SFT,Distribuidora,1992072, Multa,2023,24302621.24
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,99592.99,0006/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,99592.99
,,,Não mapeado,Operação e Manutenção,293366.99,0006/2023-SFE,Não Distribuidora,, Multa,2023,293366.99
Castro-Dis,PR,Castro-Dis,Não mapeado,Conformidade  Descumprimento de Resolução e Contrato,5482.74,0006/2023-SFF,Distribuidora,2386, Multa,2023,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,28629.6,0006/2023-SFG,Não Distribuidora,, Multa,2023,28629.6
Certrel,SC,Certrel,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",24956.13,0006/2024-SFF,Distribuidora,4767, Multa,2024,0.0
Enel RJ,RJ,Enel,Enel,Técnica,54054199.31,0006/2024-SFT,Distribuidora,2770873, Multa,2024,54054199.31
,SP,CPFL,CPFL,Comercial,1373615.57,0006/2025-ARSESP-SFT,Distribuidora,525679, Multa,2025,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",119102.54,0006/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,410984.83,0006/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,56500.7,0006/2026-SFT,Não Distribuidora,, Multa,2026,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,39244.38,0007/2019-AGER/ MT-SFG,Não Distribuidora,, Multa,2019,0.0
CPFL Paulista,SP,CPFL,CPFL,Verificação de Cumprimento de Determinação,640222.41,0007/2019-ARSESP-SFE,Distribuidora,5093267, Multa,2019,0.0
Equatorial MA,MA,Equatorial,Equatorial,Técnica,298888.23,0007/2019-SFE,Distribuidora,2851859, Advertência / Multa,2019,298888.23
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,16075.73,0007/2019-SFG,Não Distribuidora,, Multa,2019,16075.73
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,50094.16,0007/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Operação e Manutenção,94360.78,0007/2020-SFE,Não Distribuidora,, Advertência / Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0007/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,16517.77,0007/2020-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,49733.74,0007/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,1622.62,0007/2021-ARCE-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,46951.32,0007/2021-ARPE-SFG,Não Distribuidora,, Multa,2021,46951.32
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,49143.9,0007/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,ONS,5753387.95,0007/2021-SFE,Não Distribuidora,, Multa,2021,5701920.03
Nova Palma,RS,Nova Palma,Nova Palma,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0007/2021-SFF,Distribuidora,17291, Advertência,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,1415556.63,0007/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0007/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,56529.3,0007/2022-ARSESP-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,Operação e Manutenção,5479716.62,0007/2022-SFE,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",221746.09,0007/2022-SFF,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.01.03 - Procedimento RAPEEL,14413.31,0007/2022-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,99592.99,0007/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,99592.99
,,,Não mapeado,Operação e Manutenção,1874433.72,0007/2023-SFE,Não Distribuidora,, Multa,2023,0.0
,,,Não mapeado,Operação e Manutenção,1874433.72,0007/2023-SFE,Não Distribuidora,, Multa,2023,0.0
Nova Palma,RS,Nova Palma,Nova Palma,Anuência  Contrato entre Partes Relacionadas,11933.54,0007/2023-SFF,Distribuidora,17291, Multa,2023,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,507959.2,0007/2023-SFG,Não Distribuidora,, Multa,2023,507959.2
Roraima Energia,RR,Energisa,Energisa,Anuência  Contrato entre Partes Relacionadas,1118750.0,0007/2024-SFF,Distribuidora,218043, Multa,2024,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,1364394.0,0007/2024-SFT,Não Distribuidora,, Multa,2024,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",30606.83,0007/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,338115.17,0007/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,Operação e Manutenção,440616.05,0007/2026-SFT,Não Distribuidora,, Multa,2026,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,523024.0,0008/2019-AGER/ MT-SFG,Não Distribuidora,, Multa,2019,523024.0
,SP,CPFL,CPFL,Comercial,392228.13,0008/2019-ARSESP-SFE,Distribuidora,525679, Multa,2019,0.0
,,,Não mapeado,Obras de Transmissão,4759050.82,0008/2019-SFE,Não Distribuidora,, Multa,2019,4759050.82
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,30887.52,0008/2019-SFG,Não Distribuidora,, Multa,2019,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,128335.89,0008/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Obras de Transmissão,19111.68,0008/2020-SFE,Não Distribuidora,, Multa,2020,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0008/2020-SFF,Não Distribuidora,, Advertência,2020,0.0
Enel CE,CE,Enel,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,17765.02,0008/2020-SFG,Não Distribuidora,, Multa,2020,17765.02
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,12255.12,0008/2021-AGERGS-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,1961.88,0008/2021-ARCE-SFG,Não Distribuidora,, Multa,2021,1961.88
,,,Não mapeado,1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas,9250.27,0008/2021-ARPE-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,51661.6,0008/2021-ARSEP-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,Ocorrências/Perturbações,3836918.06,0008/2021-SFE,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,Apoio ao Processo Decisório e Conformidade Regulatória,0.0,0008/2021-SFF,Não Distribuidora,, Advertência,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,1377187.24,0008/2021-SFG,Não Distribuidora,, Multa,2021,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,49587.08,0008/2022-ARPE-SFG,Não Distribuidora,, Multa,2022,49587.08
,,,Não mapeado,1.02.15 - Demais Obrigações Normativas,583232.44,0008/2022-ARSESP-SFG,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,Ocorrências/Perturbações,2791969.39,0008/2022-SFE,Não Distribuidora,, Multa,2022,0.0
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",178216.59,0008/2022-SFF,Não Distribuidora,, Multa,2022,0.0
Roraima Energia,RR,Energisa,Energisa,1.02.02 - Procedimento Desempenho UTE Tipo I e II A,1232457.0,0008/2022-SFG,Distribuidora,218043, Multa,2022,0.0
,,,Não mapeado,1.01.02 - Procedimento da Fase Obras,99592.99,0008/2023-ARPE-SFT,Não Distribuidora,, Multa,2023,99592.99
,,,Não mapeado,Operação e Manutenção,16915068.58,0008/2023-SFE,Não Distribuidora,, Multa,2023,14228486.73
Amazonas Energia,AM,Ambar Energia,Ambar Energia,Anuência  Contrato entre Partes Relacionadas,5228384.38,0008/2024-SFF,Distribuidora,1054068, Multa,2024,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,164951.74,0008/2024-SFT,Não Distribuidora,, Multa,2024,164951.74
,,,Não mapeado,"Apoio ao Processo Decisório, Anuência e Conformidade Regulatória",248462.77,0008/2025-SFF,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.04 - Procedimento Desempenho Eólicas e Fotovoltaicas,291478.6,0008/2025-SFT,Não Distribuidora,, Multa,2025,0.0
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,109028.25,0008/2026-SFT,Não Distribuidora,, Multa,2026,0.0
Energisa Sul-Sudeste,SP,Energisa,Energisa,Verificação de Cumprimento de Determinação,167902.78,0009/2019-ARSESP-SFE,Distribuidora,896215, Multa,2019,0.0
Dcelt,SC,DCELT,DCELT,Comercial,0.0,0009/2019-SFE,Distribuidora,41960, Advertência,2019,0.0
,,,Não mapeado,1.01.01 - Procedimento da Fase Pré-Obras,67698.68,0009/2019-SFG,Não Distribuidora,, Multa,2019,67698.68
,,,Não mapeado,1.02.05 - Procedimento Segurança de Barragens,2017.32,0009/2020-AGERGS-SFG,Não Distribuidora,, Multa,2020,2017.32
,,,Não mapeado,Obras de Transmissão,52334.09,0009/2020-SFE,Não Distribuidora,, Multa,2020,0.0
